Data;pcr-positivo;pcr-negativo;pcr-positivo-0a4;pcr-positivo-5a9;pcr-positivo-10a14;pcr-positivo-15a19;pcr-positivo-20a29;pcr-positivo-30a39;pcr-positivo-40a49;pcr-positivo-50a59;pcr-positivo-60a69;pcr-positivo-70a79;pcr-positivo-80a999;obitos
2020-06-30;109;17;2.0;0.0;2.0;2.0;17.0;32.0;27.0;13.0;8.0;4.0;2.0;0.0
2020-07-01;21;10;0.0;0.0;0.0;1.0;1.0;7.0;4.0;1.0;6.0;1.0;0.0;0.0
2020-07-02;35;26;0.0;0.0;0.0;1.0;10.0;9.0;4.0;7.0;3.0;1.0;0.0;0.0
2020-07-03;74;25;0.0;1.0;1.0;1.0;17.0;29.0;15.0;5.0;1.0;3.0;1.0;0.0
2020-07-04;12;7;0.0;0.0;0.0;0.0;2.0;3.0;1.0;5.0;0.0;1.0;0.0;0.0
2020-07-05;11;2;0.0;0.0;0.0;0.0;1.0;2.0;1.0;3.0;2.0;2.0;0.0;0.0
2020-07-06;39;21;0.0;0.0;2.0;0.0;8.0;11.0;7.0;5.0;3.0;2.0;1.0;0.0
2020-07-07;16;24;0.0;0.0;0.0;0.0;1.0;4.0;3.0;5.0;2.0;1.0;0.0;0.0
2020-07-08;17;17;0.0;0.0;0.0;1.0;2.0;5.0;3.0;2.0;3.0;1.0;0.0;0.0
2020-07-09;13;16;0.0;0.0;0.0;0.0;4.0;2.0;1.0;2.0;2.0;2.0;0.0;0.0
2020-07-10;11;16;0.0;0.0;0.0;0.0;2.0;3.0;1.0;3.0;0.0;1.0;1.0;0.0
2020-07-11;12;7;0.0;0.0;0.0;2.0;1.0;0.0;5.0;2.0;1.0;1.0;0.0;0.0
2020-07-12;14;12;0.0;0.0;0.0;1.0;5.0;3.0;2.0;1.0;2.0;0.0;0.0;0.0
2020-07-13;39;29;0.0;0.0;1.0;0.0;10.0;10.0;10.0;2.0;3.0;2.0;1.0;0.0
2020-07-14;21;15;0.0;0.0;1.0;3.0;5.0;1.0;5.0;3.0;1.0;0.0;2.0;0.0
2020-07-15;23;25;0.0;1.0;1.0;2.0;5.0;6.0;1.0;3.0;0.0;3.0;1.0;0.0
2020-07-16;20;28;0.0;0.0;0.0;0.0;5.0;8.0;3.0;3.0;1.0;0.0;0.0;0.0
2020-07-17;17;25;0.0;0.0;0.0;0.0;5.0;4.0;3.0;3.0;1.0;1.0;0.0;0.0
2020-07-18;11;8;0.0;0.0;0.0;0.0;3.0;6.0;0.0;1.0;0.0;1.0;0.0;0.0
2020-07-19;6;11;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0
2020-07-20;15;35;0.0;0.0;0.0;0.0;3.0;7.0;1.0;1.0;0.0;3.0;0.0;0.0
2020-07-21;73;58;0.0;0.0;0.0;2.0;16.0;33.0;13.0;3.0;0.0;5.0;1.0;0.0
2020-07-22;78;58;0.0;0.0;0.0;3.0;23.0;19.0;16.0;15.0;1.0;1.0;0.0;0.0
2020-07-23;19;63;0.0;0.0;1.0;0.0;4.0;7.0;4.0;0.0;1.0;1.0;1.0;0.0
2020-07-24;63;35;0.0;0.0;0.0;1.0;22.0;15.0;10.0;8.0;4.0;0.0;3.0;0.0
